id,order_id,product_id,quantity,unit_price
88,42,144,1,53.07
89,42,55,3,7.66
90,42,128,3,168.07
91,43,158,1,25.79
92,43,53,2,13.04
93,44,26,1,3.12
94,44,140,1,14.37
95,45,157,1,20.29
96,46,51,1,43.09
97,47,167,2,29441.46
98,48,91,2,122.54
99,48,53,3,13.66
100,48,1,1,10.84
101,49,91,1,123.43
102,50,127,2,287.11
103,50,157,1,20.29
104,51,177,1,127.23
105,51,115,3,17897.20
106,51,170,3,36908.17
107,51,155,1,24.29
108,52,53,2,13.50
109,53,60,2,11.31
110,53,164,2,40.77
111,54,53,2,12.75
112,54,31,3,3.09
113,55,13,4,283.58
114,55,48,1,8.07
115,55,135,1,294.59
116,55,157,1,20.82
117,56,22,1,12.69
118,57,149,4,52.42
119,57,33,2,5.37
120,58,1,1,11.07
121,59,107,2,48.14
122,59,155,2,23.99
123,59,40,1,4.49
124,59,112,1,488.93
125,60,167,1,29095.72
126,60,104,1,21.72
127,60,79,1,1886.08
128,61,42,1,3.00
129,62,31,1,3.02
130,63,155,1,24.90
131,63,138,3,10.39
132,64,144,1,53.43
133,65,185,1,21.50
134,65,173,1,142.73
135,65,53,2,13.48
136,65,40,3,4.39
137,65,116,3,3515.44
138,66,53,2,13.02
139,66,60,1,11.14
140,66,187,1,58.92
141,66,155,3,24.70
142,67,51,1,42.89
143,67,180,1,53.93
144,67,115,2,17851.35
145,68,118,1,10.09
146,68,1,1,11.15
147,68,115,1,17905.75
148,69,167,1,30601.74
149,69,53,1,12.99
150,70,155,1,25.43
151,71,7,2,150.90
152,72,99,1,120.47
153,72,115,1,17819.89
154,73,110,3,18.10
155,74,187,1,57.18
156,75,56,3,55.31
157,75,165,3,29.97
158,76,173,3,142.10
159,77,135,1,287.08
160,77,151,1,7.91
161,78,97,1,12586.67
162,78,128,2,170.14
163,78,25,2,3.10
164,79,32,2,3.79
165,79,25,1,3.12
166,79,155,1,23.77
167,80,136,3,547.14
168,80,173,1,133.24
169,80,152,2,55.77
170,81,42,2,3.05
171,82,51,4,40.51
172,82,22,2,12.12
173,83,1,2,10.75
174,84,95,4,8749.54
175,84,1,1,10.92
176,84,21,1,2.96
177,85,180,3,54.73
178,86,95,1,8903.83
179,86,115,1,17409.58
180,87,1,2,11.42
181,87,46,3,15.68
182,87,29,1,4.67
183,87,51,1,42.39
184,88,7,1,149.20
185,89,91,2,121.63
186,89,82,1,1513.44
187,89,155,1,24.31
188,90,32,1,3.80
189,90,155,1,25.41
190,90,91,1,114.66
191,91,74,2,4.98
192,92,21,2,2.97
193,93,5,1,9.91
194,94,155,1,24.64
195,94,51,1,41.29
196,94,187,1,59.62
197,94,184,1,20.03
198,94,95,1,8767.65
199,95,27,1,6.70
200,96,155,3,25.72
201,97,58,1,4.39
202,98,50,1,10.07
203,99,155,2,23.72
204,99,7,1,153.15
205,99,120,1,10.06
206,100,151,1,8.65
207,100,161,1,329.82
208,100,131,1,317.72
209,101,135,1,302.60
210,101,123,3,1253.91
211,102,120,2,10.26
212,103,21,1,3.00
213,103,42,1,2.94
214,104,42,1,2.95
215,104,144,1,52.41
216,105,148,3,10.91
217,106,7,1,156.52
218,107,37,2,2.88
219,108,177,2,132.62
220,108,181,2,207.75
221,108,155,1,24.67
222,108,48,1,7.94
223,109,51,1,40.25
224,109,136,2,538.36
225,110,151,1,8.56
226,111,100,1,154.35
227,111,87,1,32.46
228,112,157,1,20.41
229,112,42,1,2.98
230,113,167,2,29744.19
231,114,91,1,123.24
232,114,151,4,8.26
233,115,148,1,11.54
234,116,95,1,8947.03
235,116,115,1,17982.12
236,117,23,3,3.13
237,118,51,1,42.38
238,118,7,1,155.58
239,119,53,1,12.82
240,119,9,1,71.69
241,120,131,1,311.13
242,121,109,1,20.60
243,121,97,3,12753.57
244,122,11,2,1851.50
245,122,1,1,11.55
246,123,136,4,542.84
247,124,76,1,13.09
248,124,1,1,10.88
249,125,1,1,10.68
250,125,39,1,2.90
251,125,170,1,36180.15
252,126,75,2,19.55
253,126,8,1,90.51
254,127,131,2,311.25
255,127,114,3,8712.40
256,127,185,1,20.27
257,128,131,5,306.94
258,128,182,2,33.75
259,128,114,1,8990.40
260,129,164,4,39.39
261,129,53,2,12.86
262,129,120,1,10.07
263,130,50,1,10.68
264,130,174,1,686.34
265,130,167,2,29227.51
266,130,7,1,149.99
267,130,25,1,2.94
268,131,53,1,12.73
269,131,124,1,987.46
270,132,118,1,9.83
271,132,42,1,3.10
272,133,85,1,35.73
273,133,77,1,7.20
274,134,151,1,8.57
275,135,187,1,59.22
276,135,42,1,2.94
277,135,99,1,116.93
278,136,126,3,430.62
279,136,56,1,54.60
280,137,187,2,57.39
281,138,153,1,12.36
282,138,130,1,409.56
283,139,70,2,6.84
284,139,7,4,150.71
285,140,115,1,18098.08
286,140,42,1,2.97
287,141,76,2,12.91
288,141,50,3,10.42
289,141,38,1,6.44
290,141,155,1,24.44
291,141,14,1,508.38
292,142,187,1,57.83
293,142,132,1,480.46
294,143,53,1,13.65
295,144,84,1,28.65
296,144,53,2,12.87
297,145,42,3,3.14
298,146,187,2,59.17
299,146,142,1,14.44
300,146,131,1,302.70
301,147,164,1,40.32
302,148,10,2,75.57
303,148,155,1,24.53
304,148,186,2,86.86
305,149,157,3,19.87
306,150,72,3,10.24
307,150,94,2,1552.25
308,150,51,1,43.42
309,151,109,2,22.02
310,152,145,1,30.36
311,153,34,1,9.74
312,153,91,2,121.17
313,154,108,1,30.69
314,154,155,4,25.54
315,154,167,1,29983.56
316,154,153,2,12.45
317,154,124,2,950.52
318,155,187,1,56.22
319,155,147,1,19.60
320,156,115,1,18244.30
321,157,157,1,20.82
322,157,181,4,202.93
323,158,34,1,9.10
324,159,91,1,122.30
325,159,68,1,24.50
326,160,1,1,11.35
327,160,18,1,9.66
328,161,101,1,531.20
329,162,53,3,13.40
330,163,155,1,25.53
331,164,51,1,43.37
332,164,53,2,12.76
333,164,151,1,8.23
334,165,1,2,11.47
335,166,44,1,30.92
336,166,51,3,40.04
337,166,155,1,25.39
338,166,112,2,523.42
339,166,22,1,12.22
340,167,151,1,8.21
341,168,115,1,18274.42
342,168,167,1,29929.10
343,169,155,1,24.48
344,170,144,1,49.86
345,171,105,1,106.35
346,171,115,2,18189.39
347,171,166,2,40.20
348,171,68,4,23.99
349,171,53,1,13.31
350,172,145,1,32.03
351,172,138,1,10.44
352,173,33,2,5.23
353,173,20,1,4.72
354,174,7,2,157.76
355,175,157,1,20.40
356,176,29,2,4.68
357,176,157,1,19.89
358,176,33,2,5.52
359,177,54,1,10.88
360,177,51,2,43.70
361,177,7,1,151.09
362,178,105,3,105.27
363,179,19,1,11.47
364,179,191,3,17583.01
365,180,57,1,10.20
366,181,1,1,11.02
367,182,16,3,3.07
368,183,157,1,21.36
369,183,31,1,3.03
370,184,155,1,25.47
371,184,115,1,16935.91
372,185,42,1,2.95
373,185,161,1,342.31
374,186,155,2,25.28
375,186,103,2,107.26
376,186,33,1,5.29
377,186,94,3,1522.58
378,187,142,3,14.59
379,187,11,1,1975.06
380,188,49,1,6.58
381,188,165,1,28.07
382,188,35,1,3.02
383,188,109,1,22.23
384,189,41,2,2.97
385,190,7,1,150.31
386,191,57,1,9.74
387,191,60,1,11.86
388,192,144,2,53.91
389,192,151,1,7.98
390,193,70,2,7.35
391,193,125,1,245.63
392,194,39,1,3.12
393,194,1,1,11.25
394,194,149,2,48.57
395,195,155,1,23.79
396,195,168,2,36125.94
397,195,59,2,4.92
398,195,186,2,85.88
399,196,54,1,10.62
400,196,87,1,31.84
401,196,7,1,149.07
402,196,157,1,21.24
403,197,151,1,7.92
404,198,155,1,25.22
405,198,1,4,11.31
406,198,144,3,50.06
407,198,117,1,7760.49
408,199,50,1,10.03
409,199,67,1,16.92
410,199,115,1,17607.46
411,200,180,1,52.85
412,200,170,1,36579.84
413,201,149,1,52.54
414,201,185,1,20.83
415,201,136,1,522.92
416,202,157,1,20.77
417,202,53,1,13.87
418,202,1,1,10.87
419,203,111,1,14.45
420,204,155,1,25.57
421,205,167,1,29867.79
422,205,157,1,21.64
423,206,35,3,2.89
424,207,91,4,114.29
425,207,151,1,8.35
426,207,192,2,11384.87
427,207,115,3,17378.84
428,208,80,1,1408.36
429,208,155,2,24.09
430,208,42,1,2.94
431,209,19,1,11.48
432,209,55,2,7.53
433,210,151,3,8.59
434,210,40,2,4.45
435,210,57,1,10.19
436,211,86,1,19.95
437,212,91,1,117.41
438,212,187,2,57.84
439,213,126,1,417.62
440,213,42,3,3.11
441,213,114,1,9284.52
442,214,38,1,6.80
443,214,7,1,147.38
444,214,115,2,17753.34
445,215,188,2,31.22
446,216,59,1,4.86
447,216,125,2,231.51
448,216,42,1,3.12
449,216,1,1,11.25
450,217,59,2,4.94
451,217,175,1,44.46
452,218,167,1,30785.06
453,218,76,1,12.11
454,219,91,1,114.11
455,219,58,1,4.30
456,219,169,1,24538.03
457,220,92,3,121.71
458,220,68,1,23.46
459,220,128,2,180.01
460,221,131,1,300.14
461,222,61,1,42.68
462,222,115,2,18137.15
463,223,48,1,7.95
464,224,118,2,10.19
465,225,187,1,56.33
466,225,142,1,14.01
467,226,42,2,2.97
468,227,50,3,10.46
469,227,155,1,24.81
470,227,137,1,20.27
471,227,170,2,35262.54
472,227,151,1,8.46
473,228,34,1,9.17
474,228,49,1,6.53
475,228,53,2,12.99
476,228,157,1,20.10
477,229,50,3,10.86
478,230,157,2,20.84
479,231,151,1,8.16
480,231,170,1,36626.94
481,232,155,3,25.08
482,233,160,3,608.24
483,233,72,1,10.99
484,234,64,1,17.35
485,235,42,2,2.95
486,235,74,1,5.14
487,235,33,1,5.22
488,236,32,1,3.98
489,236,64,3,16.86
490,236,150,1,30.30
491,236,188,4,31.67
492,236,50,3,10.85
493,237,91,1,122.96
494,237,77,1,6.70
495,237,135,3,298.96
496,238,175,1,46.66
497,239,60,4,11.30
498,240,167,1,30651.36
499,240,96,4,13855.11
500,240,25,3,3.06
501,241,43,1,59.20
502,241,90,1,87.51
503,241,91,1,114.54
504,242,53,3,12.78
505,242,104,1,21.05
506,242,187,2,57.57
507,242,4,2,13.58
508,243,187,2,55.81
509,244,18,3,9.58
510,244,191,1,17114.85
511,245,170,2,37212.03
512,245,1,1,11.04
513,246,135,2,286.92
514,246,42,2,3.01
515,246,48,1,8.28
516,246,39,2,2.87
517,247,30,1,2.89
518,248,7,4,144.90
519,249,153,1,12.57
520,249,155,1,25.55
521,249,157,1,21.39
522,249,42,1,3.02
523,250,42,2,3.10
524,250,19,2,11.36
525,251,75,1,18.76
526,252,42,1,2.96
527,252,144,2,54.38
528,252,35,2,3.10
529,252,184,1,19.83
530,252,170,4,37495.90
531,253,76,4,12.32
532,253,67,1,16.82
533,253,157,2,21.32
534,253,131,3,309.24
535,254,142,1,13.61
536,255,53,2,13.16
537,255,1,1,10.96
538,256,157,1,20.53
539,257,60,1,11.66
540,257,50,1,10.04
541,258,170,1,38207.32
542,258,54,1,10.15
543,259,59,1,4.83
544,259,42,1,2.94
545,260,164,1,39.43
546,261,115,1,17602.76
547,261,151,1,8.30
548,261,84,2,28.33
549,261,182,1,32.39
550,262,187,1,56.93
551,262,42,2,3.03
552,262,87,1,33.27
553,263,157,3,21.60
554,264,131,1,310.18
555,264,69,1,4.21
556,265,7,1,145.22
557,266,50,2,10.02
558,266,51,1,40.51
559,266,134,1,305.84
560,267,86,1,21.02
561,267,75,1,19.50
562,268,144,1,53.76
563,269,42,1,3.03
564,270,187,1,58.53
565,270,89,2,76.22
566,271,64,1,16.00
567,272,78,1,2094.24
568,273,131,1,304.24
569,273,115,4,17232.96
570,273,53,1,13.01
571,274,50,1,10.81
572,275,50,2,10.22
573,275,128,3,176.75
574,276,140,1,14.28
575,276,135,1,290.57
576,277,42,2,3.12
577,277,116,3,3347.36
578,277,157,1,20.15
579,278,7,3,150.77
580,278,40,2,4.28
581,279,155,1,25.58
582,279,64,1,16.17
583,280,157,1,20.27
584,280,68,2,23.32
585,281,155,1,25.59
586,282,131,4,307.90
587,282,157,1,21.35
588,283,53,1,12.80
589,284,42,3,2.92
590,285,161,1,341.86
591,286,53,2,13.55
592,287,2,3,19.07
593,287,115,3,17824.42
594,288,185,1,21.80
595,288,36,2,20.88
596,288,155,1,24.26
597,289,36,1,22.30
598,290,128,1,179.51
599,290,51,2,42.83
600,290,71,2,39.36
601,291,31,1,2.98
602,292,1,1,10.96
603,293,155,1,25.48
604,293,61,2,40.49
605,293,156,1,36.29
606,293,87,1,32.21
607,294,40,2,4.52
608,294,46,1,15.63
609,294,118,1,9.54
610,294,155,1,24.87
611,295,185,1,21.78
612,295,136,1,531.97
613,295,30,1,3.09
614,296,22,2,11.87
615,296,170,1,37724.18
616,296,135,1,297.77
617,297,112,1,530.77
618,298,99,3,114.56
619,299,51,2,42.34
620,299,50,3,10.40
621,299,100,1,153.78
622,300,187,1,57.54
623,301,115,4,17802.08
624,301,155,1,25.44
625,301,151,2,8.60
626,301,7,3,152.38
627,301,170,1,36294.24
628,302,42,2,2.91
629,302,53,1,13.29
630,302,167,1,29208.82
631,303,1,2,10.71
632,304,155,1,25.11
633,305,53,3,13.69
634,306,170,1,35167.14
635,306,1,2,10.93
636,307,130,3,390.85
637,308,42,1,2.98
638,308,84,3,28.47
639,308,135,2,293.85
640,309,167,1,28537.71
641,309,57,2,10.16
642,310,12,3,2800.99
643,311,53,1,12.99
644,311,137,1,19.88
645,312,51,1,40.27
646,312,153,1,12.92
647,313,151,1,8.31
648,314,158,1,24.24
649,314,144,2,53.72
650,315,148,1,11.51
651,315,111,4,14.52
652,315,165,1,28.42
653,315,113,1,4323.59
654,316,42,1,3.09
655,316,174,2,684.23
656,316,170,1,37688.86
657,317,74,2,5.00
658,317,53,1,13.81
659,317,151,2,8.51
660,317,122,1,315.86
661,318,51,1,41.98
662,319,101,2,513.54
663,319,167,2,29428.78
664,320,130,1,402.52
665,320,116,2,3378.27
666,321,82,1,1539.72
667,321,1,1,10.75
668,321,144,3,51.60
669,321,39,2,3.11
670,322,50,1,10.62
671,322,167,2,30627.96
672,323,154,1,33.11
673,323,8,1,91.99
674,323,91,2,122.47
675,324,155,1,25.67
676,324,185,1,20.28
677,325,50,4,10.88
678,325,115,1,17012.73
679,326,128,1,176.16
680,327,151,2,7.96
681,328,144,1,53.28
682,328,76,1,12.87
683,328,167,1,30365.37
684,329,155,1,23.93
685,329,50,1,10.83
686,329,14,3,513.17
687,330,135,2,308.08
688,330,111,1,15.48
689,330,52,2,29.37
690,331,110,1,17.55
691,331,153,2,12.51
692,331,129,1,347.94
693,332,51,1,42.37
694,333,128,2,177.37
695,333,90,1,87.15
696,334,131,1,312.48
697,334,95,1,8657.34
698,335,158,3,25.18
699,335,51,2,41.12
700,336,181,1,208.27
701,336,55,1,7.48
702,337,53,2,12.90
703,338,40,2,4.55
704,339,125,1,248.56
705,340,23,1,3.12
706,341,5,2,9.90
707,341,95,1,8884.56
708,342,163,3,20.07
709,342,1,1,10.57
710,343,155,3,24.93
711,343,58,1,4.62
712,343,42,1,3.13
713,343,170,1,37323.35
714,344,98,2,14627.34
715,344,95,1,8787.60
716,345,84,1,30.30
717,345,167,3,28531.65
718,345,27,1,6.94
719,346,82,3,1520.70
720,347,33,2,5.22
721,348,32,2,4.08
722,348,176,1,61.20
723,348,155,1,24.33
724,348,42,1,3.08
725,349,112,1,516.12
726,349,142,1,13.89
727,350,95,1,8523.37
728,351,157,3,19.96
729,352,19,3,11.87
730,353,37,1,2.94
731,353,155,1,24.44
732,354,42,2,2.92
733,355,76,4,12.42
734,356,170,1,37230.35
735,357,50,1,10.70
736,357,46,1,14.96
737,358,25,1,3.02
738,358,155,1,24.12
739,358,91,2,116.43
740,359,101,1,517.51
741,360,144,3,49.93
742,360,49,4,6.61
743,360,135,1,296.03
744,361,95,3,8464.53
745,361,1,1,10.74
746,362,42,2,3.01
747,362,53,2,13.73
748,362,45,1,38.78
749,363,95,1,8660.02
750,363,151,2,8.07
751,363,89,1,78.05
752,363,68,1,24.48
753,364,187,1,59.26
754,364,54,1,10.71
755,365,46,1,15.79
756,366,111,3,14.74
757,366,77,1,7.27
758,366,106,1,396.86
759,367,64,3,17.15
760,367,40,1,4.36
761,368,181,2,196.20
762,368,151,1,8.24
763,369,157,6,20.01
764,369,52,1,29.00
765,370,50,4,10.90
766,370,53,1,13.87
767,370,21,2,2.90
768,371,86,1,20.75
769,372,111,3,15.57
770,372,51,1,40.07
771,373,151,1,8.06
772,373,131,1,318.80
773,373,39,1,2.97
774,373,23,1,3.14
775,373,91,1,120.34
776,374,91,2,113.57
777,374,151,1,8.46
778,374,155,2,23.94
779,375,161,1,345.43
780,376,84,1,29.57
781,377,31,1,2.99
782,378,109,1,21.01
783,378,42,1,3.06
784,378,151,1,8.21
785,379,144,1,54.31
786,379,131,4,319.31
787,380,137,1,19.30
788,381,42,3,2.95
789,381,56,1,54.44
790,382,170,1,38416.22
791,382,93,1,103.96
792,382,42,1,2.98
793,383,67,1,16.11
794,383,50,2,10.01
795,384,131,1,295.99
796,384,53,1,13.28
797,384,157,1,20.25
798,384,5,1,9.93
799,385,101,1,546.05
800,385,22,1,12.77
801,385,131,1,311.92
802,385,140,1,14.98
803,386,162,4,32.15
804,386,135,3,296.07
805,386,127,1,300.05
806,387,53,4,12.83
807,388,31,1,3.14
808,388,95,4,9037.48
809,388,91,2,121.41
810,388,167,3,30401.36
811,389,42,2,2.93
812,389,182,3,33.31
813,389,120,1,10.12
814,390,76,2,12.56
815,391,1,3,11.49
816,392,56,4,52.84
817,392,155,3,25.55
818,393,91,1,113.57
819,393,31,1,3.06
820,394,50,4,10.20
821,395,131,2,316.79
822,395,21,1,3.02
823,396,187,1,57.74
824,396,163,1,19.93
825,396,115,1,16941.09
826,397,80,1,1469.02
827,398,21,1,3.02
828,398,68,1,24.18
829,399,48,1,8.54
830,399,167,1,29725.60
831,399,78,1,2038.91
832,400,95,1,9168.82
833,401,131,2,308.48
834,401,19,1,11.08
835,402,167,1,28250.05
836,402,135,1,303.66
837,403,193,2,779.94
838,403,24,4,14.65
839,403,39,1,2.94
840,404,169,2,24657.62
841,404,42,1,3.03
842,404,33,1,5.53
843,405,53,2,12.92
844,405,157,1,21.00
845,406,53,1,13.48
846,406,44,1,31.14
847,407,144,1,51.39
848,408,24,1,14.43
849,408,184,3,20.26
850,409,110,1,18.23
851,409,78,1,2224.28
852,410,7,1,151.40
853,411,87,4,32.56
854,411,135,1,304.26
855,411,187,1,55.85
856,412,151,2,8.63
857,412,109,3,21.09
858,413,53,1,13.34
859,414,98,1,14694.96
860,414,26,1,3.14
861,414,115,1,17027.51
862,414,108,2,32.46
863,415,115,1,17958.30
864,416,130,1,404.48
865,416,1,2,10.65
866,417,20,1,4.70
867,417,115,1,17430.94
868,417,151,2,8.53
869,418,131,2,322.34
870,418,70,1,7.44
871,418,112,4,528.30
872,419,5,1,10.22
873,419,1,2,10.83
874,420,157,3,20.01
875,421,115,1,17904.94
876,421,64,1,17.43
877,422,157,1,20.53
878,423,91,1,116.37
879,423,67,1,16.81
880,424,7,1,146.15
881,425,43,1,63.21
882,426,33,1,5.61
883,426,109,1,21.56
884,426,97,1,12676.67
885,426,11,1,1892.48
886,427,1,1,11.11
887,427,18,4,9.53
888,428,178,4,96.81
889,428,131,1,320.71
890,428,155,1,23.93
891,429,50,1,10.02
892,430,2,2,20.24
893,430,151,1,8.00
894,431,29,2,4.50
895,432,86,2,19.81
896,432,53,2,13.16
897,432,184,4,18.92
898,433,88,4,166.70
899,434,48,1,8.36
900,435,48,1,8.14
901,436,53,1,13.51
902,437,188,2,30.27
903,437,101,2,524.93
904,438,173,3,143.78
905,439,50,2,10.57
906,439,131,2,305.99
907,439,94,1,1521.32
908,440,53,1,13.67
909,440,34,3,9.26
910,441,35,1,3.08
911,441,53,2,12.72
912,441,132,1,484.40
913,441,157,1,21.14
914,442,22,1,12.26
915,442,147,1,18.63
916,442,95,1,8942.69
917,443,51,1,40.23
918,443,166,1,39.26
919,444,76,4,12.79
920,444,164,1,39.96
921,444,1,1,11.35
922,444,157,4,20.20
923,445,108,1,32.88
924,445,1,1,10.94
925,445,182,2,34.85
926,446,157,3,20.02
927,446,131,1,303.62
928,447,155,1,23.77
929,447,49,2,6.77
930,447,151,2,8.57
931,447,95,1,9012.89
932,448,151,1,8.39
933,448,7,1,155.72
934,449,1,1,10.76
935,450,26,1,2.92
936,451,32,1,4.02
937,452,84,1,29.00
938,452,115,2,18023.35
939,453,120,1,9.93
940,453,188,1,30.36
941,453,50,1,10.78
942,453,95,1,9124.92
943,454,149,1,50.45
944,454,61,3,39.62
945,455,42,1,3.08
946,455,187,1,57.16
947,456,50,2,10.38
948,456,137,2,19.92
949,456,1,1,10.80
950,457,25,1,2.95
951,458,42,2,3.10
952,458,60,2,11.74
953,458,187,3,58.77
954,458,184,1,19.93
955,459,98,3,15564.76
956,459,42,2,3.09
957,459,1,1,10.87
958,460,67,4,15.85
959,460,151,2,8.55
960,460,153,1,12.86
961,460,148,2,11.07
962,461,157,3,20.37
963,462,119,1,14.59
964,462,83,1,34.03
965,462,185,1,20.33
966,463,48,1,8.25
967,464,159,2,519.76
968,465,1,2,10.84
969,465,51,3,42.88
970,466,2,2,19.16
971,466,42,1,3.09
972,467,46,1,14.99
973,467,137,1,20.43
974,468,98,1,14917.60
975,468,53,1,13.62
976,468,91,1,117.55
977,469,192,1,11475.46
978,469,91,1,114.89
979,469,84,3,30.23
980,470,151,4,8.21
981,471,167,1,29515.69
982,472,2,3,19.21
983,472,50,1,10.61
984,473,48,1,8.41
985,474,94,3,1577.11
986,474,117,1,7562.91
987,474,151,2,7.92
988,475,7,1,153.90
989,475,94,1,1565.06
990,476,2,1,19.23
991,476,157,1,21.41
992,476,108,1,31.69
993,477,135,1,284.71
994,478,23,1,2.98
995,478,38,1,6.41
996,478,155,2,23.90
997,478,37,1,2.98
998,478,167,1,29712.89
999,479,151,1,8.21
1000,479,191,4,16922.35
1001,479,187,3,55.57
1002,479,155,1,24.61
1003,480,152,3,56.34
1004,480,170,1,38233.72
1005,480,155,2,24.32
1006,480,16,3,2.92
1007,481,67,1,16.85
1008,481,44,1,29.49
1009,481,25,1,2.93
1010,481,155,4,24.92
1011,482,57,2,10.30
1012,483,190,1,5266.39
1013,483,95,3,8689.74
1014,483,111,1,14.44
1015,484,81,1,1236.74
1016,484,72,1,10.60
1017,485,151,1,7.93
1018,486,151,4,8.47
1019,487,137,1,19.01
1020,487,170,2,35286.15
1021,488,155,1,24.29
1022,489,36,3,21.24
1023,490,36,1,22.02
1024,491,45,3,39.48
1025,491,53,2,13.37
1026,491,150,1,31.55
1027,492,158,1,24.42
1028,493,111,2,14.49
1029,493,135,2,305.14
1030,493,27,2,6.61
1031,494,166,1,37.92
1032,495,42,1,2.91
1033,495,95,1,9130.24
1034,496,168,4,35510.80
1035,496,54,1,10.43
1036,497,151,1,8.22
1037,498,100,1,155.61
1038,498,170,1,37442.76
1039,499,46,2,14.98
1040,499,1,3,10.70
1041,499,121,3,217.76
1042,500,162,1,33.36
1043,500,58,2,4.33
1044,500,53,1,12.98
1045,501,133,1,825.22
1046,501,50,1,10.21
1047,502,157,2,21.11
1048,503,151,1,8.28
1049,503,187,1,57.40
1050,504,48,1,8.27
1051,505,180,1,54.05
1052,505,39,1,3.08
1053,505,91,1,117.17
1054,505,112,1,512.75
1055,506,53,1,12.90
1056,506,87,1,32.60
1057,506,155,2,24.15
1058,506,31,1,3.08
1059,507,39,1,3.07
1060,507,37,1,3.01
1061,508,53,1,12.90
1062,508,40,1,4.23
1063,508,77,1,7.26
1064,508,120,2,9.61
1065,509,127,2,288.08
1066,509,135,1,288.83
1067,509,72,1,10.87
1068,510,95,1,8446.18
1069,511,18,1,9.67
1070,511,42,1,3.00
1071,511,64,1,16.11
1072,512,109,1,21.60
1073,513,151,3,8.61
1074,513,157,1,19.87
1075,513,7,1,152.03
1076,513,187,1,56.35
1077,514,83,1,34.23
1078,514,34,1,9.75
1079,515,131,1,320.93
1080,515,51,1,41.06
1081,515,20,1,5.00
1082,515,86,1,19.70
1083,516,60,3,11.45
1084,516,183,2,30.06
1085,517,7,1,148.72
1086,517,51,1,41.26
1087,518,157,1,20.90
1088,519,51,1,42.91
1089,519,42,1,3.08
1090,519,53,1,13.30
1091,519,155,1,24.54
1092,520,155,1,24.06
1093,520,64,1,16.76
1094,520,45,1,40.11
1095,520,157,2,20.35
1096,521,166,2,38.55
1097,522,51,1,42.98
1098,522,53,1,13.39
1099,523,7,2,145.56
1100,523,95,1,8590.39
1101,524,7,2,145.40
1102,525,151,2,8.30
1103,525,75,1,19.39
1104,525,171,1,38320.32
1105,525,168,2,36953.76
1106,526,39,1,2.97
1107,526,157,2,20.39
1108,526,1,2,10.79
1109,526,104,2,21.49
1110,527,145,1,32.92
1111,528,135,1,300.42
1112,528,137,1,20.27
1113,529,77,2,7.25
1114,530,91,1,121.95
1115,530,135,2,283.13
1116,530,85,2,36.75
1117,531,39,1,3.07
1118,531,103,2,116.41
1119,532,53,4,13.61
1120,532,1,2,11.32
1121,532,138,1,10.22
1122,532,32,1,3.89
1123,533,157,2,20.60
1124,534,1,2,11.12
1125,534,42,1,3.01
1126,534,155,1,24.03
1127,534,118,2,9.60
1128,535,42,3,3.03
1129,535,155,1,24.05
1130,535,91,3,119.60
1131,536,144,4,53.35
1132,536,137,1,20.39
1133,537,51,2,42.27
1134,538,157,1,20.98
1135,538,88,1,156.72
1136,539,155,1,24.00
1137,539,135,1,304.93
1138,540,24,1,14.67
1139,540,93,2,100.02
